41.098133000000004,-80.680702,2.098385944216962
41.098122,-80.680643,2.0376522702104096
41.098110999999996,-80.680543,0.9641262236417946
41.098099,-80.680456,1.2469111903162258
41.098081,-80.680317,1.2568923809583963
41.098045,-80.680089,0.0
41.098024,-80.679898,1.2402772237734343
41.097982,-80.679671,3.5357827754532773
41.097937,-80.679473,0.7556999067434158
41.097895,-80.679275,1.4738393515106853
41.097913,-80.681065,0.0
41.097828,-80.679068,0.8322929671244278
41.09803,-80.681063,0.0
41.098122,-80.681072,0.0
41.098147,-80.681044,1.0499475026248686
41.098149,-80.681011,0.0
41.098147999999995,-80.68096800000001,0.0
41.098146,-80.680921,1.4489348370927317
41.09814,-80.680853,0.0
41.098134,-80.680771,0.7865916379258184
